train_regression_loss,train_classification_loss,train_combined_loss,val_regression_loss,val_classification_loss,val_combined_loss,learning_rate
0.02554216087084367,0.1422946304227743,0.29554759558600685,0.016829399050911888,0.13017462711781264,0.23115102134644985,0.009999999776482582
0.01597478268021304,0.12734295656076736,0.22319165262600613,0.015664671822451057,0.12762888967525213,0.22161692071706057,0.009999999776482582
0.015427850325359031,0.12307218974921852,0.2156392916322996,0.015956264571286738,0.1227967956662178,0.21853438314981757,0.009999999776482582
0.01515180820469848,0.12110691201174632,0.21201776118121213,0.015573618065100164,0.11919124420266598,0.21263295280747116,0.009999999776482582
0.014983552512971477,0.12011453219922259,0.2100158472483357,0.01593862888868898,0.12157320842146874,0.21720498169772326,0.009999999776482582
0.014791365752721,0.11928706663608965,0.20803526122433444,0.013775180876255035,0.11823540654964745,0.20088649153709412,0.009999999776482582
0.01469089165239388,0.11869038668875065,0.20683573669029606,0.014291750848060473,0.11966056682635098,0.20541107217781246,0.009999999776482582
0.014605291119724926,0.11813557714844744,0.20576732384661833,0.013501113376114517,0.11734615900553763,0.19835283933207393,0.009999999776482582
0.014440875579344316,0.11793063543995636,0.20457588895327516,0.013871944895945489,0.11719283932587132,0.2004245085362345,0.009999999776482582
0.014437250622755124,0.11750918741156864,0.20413269095226294,0.015186464341823011,0.11910734155215323,0.21022612757980824,0.009999999776482582
0.014499421929035129,0.117602273155159,0.20459880483336745,0.013899210339877755,0.11548118566628546,0.19887644743546842,0.009999999776482582
0.014417510486673564,0.11748530906366392,0.203990372021993,0.01602536766207777,0.12518223982769996,0.22133444603532554,0.009999999776482582
0.014482586636311478,0.11760279678066986,0.20449831665493548,0.013109147244831547,0.1161350270267576,0.19478991059586406,0.009999999776482582
0.014468507565713178,0.11755019038915634,0.20436123569082054,0.013386086398968473,0.1151296247751452,0.19544614330865442,0.009999999776482582
0.014427426605123198,0.11746833752090526,0.20403289726831847,0.01448731309385039,0.11642684397287667,0.2033507223892957,0.009999999776482582
0.01448992286847594,0.11756945505324337,0.20450899231868486,0.01414484808803536,0.11628172805067152,0.2011508164089173,0.009999999776482582
0.01239231939382282,0.1129514580204462,0.1873053743628164,0.012532628537155689,0.11269891321426258,0.18789468458853661,0.004999999888241291
0.011541136802471657,0.11072524107889169,0.1799720618573742,0.011377687331405468,0.11163018982391805,0.17989631375297904,0.0024999999441206455
0.011516872748292776,0.11044656590299888,0.1795478024219887,0.011660246882820502,0.11051841618027539,0.1804798976611346,0.0024999999441206455
0.011507864899273652,0.11032006762585499,0.1793672570068803,0.011420624582679012,0.11082209753338247,0.1793458450678736,0.0024999999441206455
0.011470368763807023,0.11025966142407721,0.17908187403136658,0.01181062423507683,0.11055757443420589,0.18142131990753113,0.0024999999441206455
0.011443897743528294,0.11017427979916748,0.178837666136937,0.011244203730020672,0.1116242361208424,0.17908945877104998,0.0024999999441206455
0.011425255400051052,0.1100570849650022,0.17860861731279226,0.011414641457377002,0.11033648496260867,0.17882433366961778,0.0024999999441206455
0.0114365264379497,0.11004634077557258,0.17866549933225745,0.011401366447098554,0.11039876737631857,0.1788069655466825,0.0024999999441206455
0.011437189399665738,0.10996036521029762,0.17858350161256062,0.011562574649578891,0.11049104349222034,0.17986649135127664,0.0024999999441206455
0.011415809782467678,0.10997610809333208,0.17847096698048215,0.01172240755346138,0.11045193002093584,0.1807863751426339,0.0024999999441206455
0.011429919713474292,0.10992035290898962,0.17849987123161554,0.01137720960599836,0.11057789604645223,0.1788411536999047,0.0024999999441206455
0.011412047463689103,0.10982863890809111,0.1783009236243864,0.011632189771626144,0.11061816693749278,0.1804113053251058,0.0024999999441206455
0.011007755821079223,0.10874883374587323,0.1747953687277105,0.010982802210492082,0.10936002081725746,0.1752568340022117,0.0012499999720603228
0.010800210258522486,0.10806924683248831,0.1728705082864811,0.010757152354344726,0.10883153892122209,0.1733744530659169,0.0006249999860301614
0.01068504826055788,0.1077286901172354,0.17183897968795564,0.010638784224283881,0.10852577069075778,0.17235847603529691,0.0003124999930150807
