train_regression_loss,train_classification_loss,train_combined_loss,val_regression_loss,val_classification_loss,val_combined_loss,learning_rate
0.010623917863639589,0.10753227063402948,0.17127577773398822,0.010626928937854245,0.10844759339932353,0.1722091670241207,0.00015624999650754035
0.010594281208986003,0.10741824705127834,0.17098393438280457,0.01058443856833037,0.10847737077157944,0.17198400226421653,7.812499825377017e-05
0.010574335754887821,0.10737227398333037,0.17081828859324258,0.010567305631702766,0.10840745474211871,0.17181128850206734,3.9062499126885086e-05
0.010563622757197461,0.10734002579391623,0.1707217624038458,0.010563224168145098,0.10842029841151088,0.1717996436730027,1.9531249563442543e-05
0.01055968071172376,0.10732226042309775,0.1706803447411706,0.010558633262407966,0.10842122197616845,0.17177302171476186,9.765624781721272e-06
0.010556443336988902,0.10731496711727231,0.17065362714851895,0.01055675993382465,0.10841468649217859,0.17175524636171757,4.882812390860636e-06
0.010555061182045999,0.10730963724717084,0.17064000435173513,0.010555514068109915,0.10841295120306313,0.1717460352834314,2.441406195430318e-06
0.010554389888744077,0.1073068231000151,0.17063316247943375,0.010554833168862387,0.10841368053108454,0.17174267973750829,1.220703097715159e-06
0.010554032518541336,0.10730540032808979,0.17062959548189408,0.0105546982830856,0.10841393303591758,0.1717421227507293,6.103515488575795e-07
0.010553824853656503,0.1073047822713852,0.17062773136318557,0.010554507314227522,0.1084138310328126,0.17174087475053967,3.0517577442878974e-07
0.010553720367218678,0.10730438368291491,0.1706267058249149,0.010554490176145919,0.10841375309508294,0.17174069410189985,1.5258788721439487e-07
0.01055367380587591,0.10730419214168149,0.1706262349927177,0.010554477617843077,0.10841370419133455,0.17174057004973292,7.629394360719743e-08
0.01055364737080203,0.10730410358299398,0.17062598786627253,0.01055446594953537,0.10841368369525299,0.1717404792830348,3.814697180359872e-08
0.010553632822702639,0.10730406684749243,0.17062586382031442,0.010554469902417622,0.10841366291977465,0.17174048238433898,1.907348590179936e-08
0.010553625324844487,0.10730405329855987,0.17062580528048177,0.01055446783429943,0.10841366149717942,0.171740468358621,9.53674295089968e-09
0.010553622241649362,0.10730404718804898,0.1706257806501041,0.010554467887850479,0.10841365975793452,0.17174046694301068,4.76837147544984e-09
0.010553620807929999,0.10730404451515319,0.17062576932004755,0.010554468255140819,0.10841365822125226,0.17174046752043068,2.38418573772492e-09
0.01055362009734381,0.10730404399024944,0.170625764703792,0.010554468428599648,0.10841365771600976,0.17174046845175325,1.19209286886246e-09
0.010553619888184282,0.10730404366997795,0.17062576308536032,0.010554468454793096,0.10841365734580904,0.1717404682189226,5.9604643443123e-10
0.010553619755470815,0.10730404338721806,0.17062576187360617,0.010554468469345012,0.10841365784406662,0.1717404687870294,2.98023217215615e-10
